ward_code,ward,lga,state,worldpop_total,meta_total,meta_u5,grid3_v3_total,worldpop_u5
ODSIDE05,Ijare-2,Ifedore,Ondo,13137.9,18945.1,2218.5,17686.9,2130.5
ODSIDNE06,Irowo,Idanre,Ondo,3746.2,1497.2,225.0,3858.1,553.9
BA0502,Tauya West,Darazo,Bauchi,18143.4,25675.2,5283.0,28318.3,3701.4
ODSIDE07,Ilara-1,Ifedore,Ondo,9333.1,12345.5,1414.9,7666.7,1749.1
70505,Daura B,Fune,Yobe,37181.1,43016.2,8505.5,43265.2,7133.8
AKSETN04,Urban 2,Etinan,Akwa Ibom,15689.0,11539.4,1409.8,7380.6,1903.9
AKSETN05,Urban 4,Etinan,Akwa Ibom,24607.0,11789.6,1440.3,8304.5,3103.6
12703,Gasi,Shani,Borno,34771.6,21006.9,4170.0,53409.8,6844.6
81006,Kanoma,Maru,Zamfara,43818.1,40136.1,8210.4,31541.4,8963.8
EDSEHR09,Isi South,Uhunmwonde,Edo,1312.5,1314.1,173.7,4113.5,167.3
ODSIDE09,Ipogun / Ibule,Ifedore,Ondo,27213.3,34475.6,4096.1,23492.0,4077.0
KGSKNA04,Egume,Dekina,Kogi,31672.5,28707.7,5338.9,45013.9,5798.6
TRSGAS03,Mutum Biyu A,Gassol,Taraba,23404.4,34793.0,6727.3,30708.7,4467.8
ODSIDNE02,Ala-Elefosu,Idanre,Ondo,19066.9,28352.9,4232.9,26248.0,2834.7
71301,Afunori,Nguru,Yobe,24222.0,31198.9,5616.7,36559.8,4300.5
GMSKLT05,Kaltungo West,Kaltungo,Gombe,54429.8,57121.6,11496.1,52626.9,12886.0
AKSKET07,Urban 4,Eket,Akwa Ibom,40003.5,38443.3,4757.2,43905.7,5518.3
AKSKET08,Central 4,Eket,Akwa Ibom,12248.6,14150.4,1775.4,9353.2,1526.3
ODSAKN02,Igbatoro,Akure North,Ondo,12112.9,9318.9,1219.4,26422.5,1537.9
ODSAKN12,Osi-Igoba,Akure North,Ondo,47555.5,45874.4,6011.2,121509.7,6036.0
DTSJRT01,Ekakpamre,Ughelli South,Delta,56939.9,91232.5,12042.3,93652.1,8266.9
ODSASW12,Okia,Akoko South West,Ondo,10175.9,8207.4,977.9,6589.7,1378.3
AKSKET09,Okon 1,Eket,Akwa Ibom,26988.0,32968.6,4150.3,13602.9,3320.5
ODSAKN06,Obaile,Akure North,Ondo,38662.3,45298.2,5935.7,118199.0,4907.2
ODSAKN04,Isimija,Akure North,Ondo,624.5,302.1,39.6,1402.9,79.3
ODSASW04,Ayegunle,Akoko South West,Ondo,35418.6,33104.9,3842.3,19377.7,4740.2
ODSAKN09,Oke-Afa,Akure North,Ondo,5164.3,3535.9,463.3,12764.1,655.5
AKSKET11,Central 2,Eket,Akwa Ibom,39283.6,47860.5,5922.8,44870.9,4792.1
ODSASW11,Oka-Odo,Akoko South West,Ondo,7433.5,9518.3,1104.7,6364.4,1051.1
ODSASW08,Ikun,Akoko South West,Ondo,14897.4,20758.1,2447.7,7438.6,2069.4
KGSKNE05,Obehira Eba,Okene,Kogi,25881.2,427246.3,85101.6,17313.9,41171.6
ODSASW07,Ikese,Akoko South West,Ondo,23501.5,42475.6,4929.9,19558.0,3441.7
ODSASW13,Owalusi,Akoko South West,Ondo,28635.2,28997.5,3365.6,21468.1,3928.7
OSSIAE11,Okesa,Ilesha East,Osun,2102.0,1782.4,210.0,1614.0,299.7
ODSASW06,Ikanmu,Akoko South West,Ondo,4592.2,4293.5,507.5,4104.0,657.8
ODSASW05,Ibaka,Akoko South West,Ondo,9130.6,19641.5,2288.8,9450.0,1384.9
70202,Kaliyari,Bursari,Yobe,19347.0,16968.1,3161.1,27288.9,3547.8
OSSILA07,Oke Ede,Ila,Osun,3756.4,3832.5,481.3,5552.9,458.0
ODSASW01,Agba,Akoko South West,Ondo,14366.4,27850.2,3239.8,12197.1,2006.5
12302,Kaguram,Monguno,Borno,11834.8,26560.6,4819.8,11503.0,2868.5
AKSKTM03,Ndot Ikot Okoro 3,Oruk Anam,Akwa Ibom,43572.1,43194.1,5352.9,31912.4,5212.0
AKSKET01,Central 1,Eket,Akwa Ibom,23590.8,22225.2,2750.5,15499.6,2871.8
OGSSAU12,Ogijo,Shagamu,Ogun,42854.0,47715.7,6959.7,130782.7,6067.0
51702,Gebbe,Shanga,Kebbi,25364.0,31514.8,6181.7,30286.5,6121.4
AKSKET06,Okon 2,Eket,Akwa Ibom,12355.0,14268.8,1778.6,8810.4,1497.9
OSSIAE04,Ijamo,Ilesha East,Osun,1480.1,1420.2,167.3,899.3,199.6
GMSBLR01,Banganje North,Billiri,Gombe,14020.8,13859.6,2765.0,13515.0,2762.8
81010,Ruwan Doruma,Maru,Zamfara,21539.8,20100.9,3993.6,18160.0,4368.3
AKSKET05,Urban 3,Eket,Akwa Ibom,18329.0,15828.0,1958.7,20999.8,2892.9
BA0109,Futuk East,Alkaleri,Bauchi,28250.7,29356.9,5807.4,26882.3,5865.3
BYSNEM10,Ogbolomabiri 3,Nembe,Bayelsa,5816.3,15523.0,1958.2,3864.4,2330.8
BYSNEM06,Mini,Nembe,Bayelsa,2845.5,7452.0,939.3,1933.0,1354.6
BYSNEM05,Ikensi,Nembe,Bayelsa,2353.6,10523.5,1327.5,2016.2,844.0
BYSGBB09,Opume-Ward 11,Ogbia,Bayelsa,11288.7,13268.0,1658.4,9580.2,2172.3
RVSABM04,Aktward 4,Akuku Toru,Rivers,832.0,11234.8,1344.1,984.7,678.0
RVSABM10,Aktward 10,Akuku Toru,Rivers,0.0,6622.8,792.1,159.0,0.0
TRSLAU09,Mayo-Lope,Lau,Taraba,5857.0,7300.1,1297.3,6478.0,1019.4
KGSLKJ10,Oworo,Lokoja,Kogi,86069.6,96348.3,16676.2,137323.2,15075.0
DTSJRT09,Olomu 1,Ughelli South,Delta,20538.3,28409.8,3739.7,25683.8,2789.8
KGSKNE03,Idoji,Okene,Kogi,11117.7,14874.4,2940.4,11162.6,2837.6
KGSKPF08,Osshobane,Ogori/Magongo,Kogi,2300.8,2552.5,469.3,1841.6,652.4
EDSDGE04,Oregbeni,Ikpoba-Okha,Edo,21968.5,20337.1,2695.6,55931.8,2822.1
KGSKPF04,Obatigben,Ogori/Magongo,Kogi,1752.0,2343.3,430.8,1187.4,484.9
EDSAGD02,Agenebode,Etsako East,Edo,52100.7,47813.3,7098.4,26183.5,10450.3
EBSSKA11,Ndiokoro / Ndiokoro Ukwu,Ivo,Ebonyi,11458.1,15514.4,1788.1,5259.6,1368.6
EDSAGD01,Egori,Etsako East,Edo,12116.1,10561.4,1459.9,8991.5,1655.4
AKSKKN05,Ediene 1,Ikono,Akwa Ibom,21029.5,14538.2,1752.3,16857.9,2447.9
EDSAGD08,Iviukwe,Etsako East,Edo,22899.3,20760.7,2857.8,17966.8,3060.1
EDSAGD04,Imiegba,Etsako East,Edo,16545.3,17612.5,2391.6,16352.8,2180.4
DTSJRT11,Olomu 3-Effurun-Otor,Ughelli South,Delta,30294.1,33728.9,4436.5,34080.0,4305.5
AKSKKN04,Nkwot 1,Ikono,Akwa Ibom,12838.7,20047.6,2473.3,6540.2,1552.0
AKSKKN07,Ediene 2,Ikono,Akwa Ibom,28874.3,31295.9,3820.7,16509.6,3424.3
EDSAGD06,Iddo,Etsako East,Edo,22104.6,36124.9,4905.5,30088.1,2911.0
KGSBJK10,Olla,Omala,Kogi,7690.7,905.0,178.8,8475.4,1570.5
EDSAGD07,Okpekpe,Etsako East,Edo,13850.5,10414.5,1427.0,12337.0,1832.5
EBSAKL20,Timber Shade,Abakaliki,Ebonyi,13508.2,8178.3,1300.4,18509.0,2109.9
EDSDGE07,Ogheghe,Ikpoba-Okha,Edo,92045.8,87801.6,11614.7,221563.9,11819.8
EDSDGE10,Irhinwinri,Ikpoba-Okha,Edo,118934.3,143559.9,19017.6,366435.2,15271.4
AKSKTD01,Ubium North 1,Nsit Ubium,Akwa Ibom,30436.8,23534.9,2973.1,16275.3,3714.1
EDSDGE06,Ukhiri,Ikpoba-Okha,Edo,38268.9,38617.5,5118.6,103684.4,4916.1
EDSDGE05,Ologbo,Ikpoba-Okha,Edo,15299.1,14279.0,1879.9,34357.0,1983.9
EDSFUG05,Ogbona,Etsako Central,Edo,19429.4,21515.7,2767.4,12652.0,2462.2
AKSKKN06,Nkwot 2,Ikono,Akwa Ibom,4803.0,8183.8,986.5,2894.1,558.9
EDSFUG09,Iraokhor,Etsako Central,Edo,7889.6,10224.3,1315.1,6142.8,997.4
LASBDY12,Ikoga,Badagry,Lagos,11493.9,8310.8,1248.7,19830.3,1734.6
EDSFUG03,Ivhiarua,Etsako Central,Edo,14913.1,12910.2,1676.0,10544.6,1925.5
EDSFUG10,Ugbekpe,Etsako Central,Edo,16392.8,23362.7,3004.3,15842.0,2065.3
EDSFUG06,Oghomere,Etsako Central,Edo,6841.5,9615.7,1237.4,6742.3,854.0
EDSFUG04,Anegbete,Etsako Central,Edo,12167.1,9810.7,1261.9,6498.6,1818.2
AKSKPD10,Nung Atai Ube 1,Okobo,Akwa Ibom,10371.6,11168.8,1420.2,5811.4,1485.6
KGSBJK07,Ogodu,Omala,Kogi,10872.3,2704.0,534.3,10501.5,2295.8
KGSKFU08,Ofoke,Ofu,Kogi,10539.4,14013.4,2679.0,15176.0,1997.0
KGSKFU06,Itobe / Okokenyi,Ofu,Kogi,32830.0,29371.0,5644.8,25265.3,8076.3
KGSKFU04,Iboko / Efakwu,Ofu,Kogi,12665.6,12766.2,2454.7,15013.8,2391.4
KGSKNE07,Okene-Eba / Agassa,Okene,Kogi,14488.7,17712.1,3501.3,11454.9,3524.2
KGSKNE11,Ukpogoro / Odenku,Okene,Kogi,13811.0,19416.4,3843.5,8185.0,5361.6
KGSKKF09,Odaki,Kogi,Kogi,11801.7,11540.0,2264.0,5293.3,2613.2
EBSBKL14,Ndiezoke,Izzi,Ebonyi,10361.8,5737.6,1077.5,10115.6,1902.1
KGSKKF06,Girinya,Kogi,Kogi,21544.0,22039.1,4323.9,14989.2,4574.8
KGSKKF11,Ukwo,Kogi,Kogi,8941.4,9416.5,1847.4,6199.8,2634.0
KGSKKF07,Irenodu Riverine,Kogi,Kogi,6643.0,4974.1,973.1,3457.8,1633.8
KGSKKH11,Uboro / Ohuepe / Omare,Okehi,Kogi,4666.6,3998.3,777.5,4381.0,939.4
KGSKKH03,Obangede,Okehi,Kogi,51019.4,58473.7,11550.7,31965.1,10990.9
KGSKKH06,Oboroke Eba,Okehi,Kogi,7765.7,9693.4,1914.8,7686.6,1788.3
KGSKNE02,Bariki,Okene,Kogi,6550.7,8133.4,1607.8,8064.4,2398.4
KGSKNE01,Abuga / Ozuja,Okene,Kogi,17234.6,22522.6,4452.3,18333.8,4166.2
KGSKNE10,Oyunkoko,Okene,Kogi,27986.7,42445.3,8405.3,21674.2,9324.4
KGSKNE06,Obehira Uvete,Okene,Kogi,21458.6,25602.9,5061.2,16288.1,5282.5
KGSKPF09,Oturu-Opu,Ogori/Magongo,Kogi,5800.4,7015.9,1290.0,2391.4,1446.3
KGSKPF06,Okesi,Ogori/Magongo,Kogi,1382.0,1645.9,302.6,703.7,313.1
AKSKPD06,Okopedi 1,Okobo,Akwa Ibom,13190.6,8019.4,1021.1,10990.3,1807.9
AKSKPD08,Offi 1,Okobo,Akwa Ibom,13982.8,13349.9,1699.8,6831.6,1842.1
KGSKPF10,Ugugu,Ogori/Magongo,Kogi,7919.5,10992.0,2056.9,4060.3,3686.6
KGSKPF07,Okibo,Ogori/Magongo,Kogi,1371.6,2134.1,392.4,1067.5,362.8
KGSKPF01,Aiyeromi,Ogori/Magongo,Kogi,6835.4,9847.4,1810.6,2446.7,1728.2
LASLMD08,Botanical Garden,Lagos Mainland,Lagos,7232.0,24947.5,2794.9,10608.0,2897.5
KGSKPF05,Obinoyen,Ogori/Magongo,Kogi,3635.5,5049.2,928.4,2112.0,1192.3
KGSKPF03,Ileteju,Ogori/Magongo,Kogi,5608.1,7071.7,1300.2,1914.7,1312.1
KGSKPF02,Eni,Ogori/Magongo,Kogi,5198.1,6778.8,1246.4,2583.2,1252.6
DTSJRT06,Jeremi 2,Ughelli South,Delta,44410.4,38798.8,5103.3,41890.6,6402.1
EBSHKW19,Nsurakpa,Ohaukwu,Ebonyi,12065.8,805.1,121.0,8253.0,1761.0
ODSOWT05,Laje,Ondo West,Ondo,35632.5,25954.1,3415.2,29768.1,5167.4
KGSLAM03,Efofe,Olamaboro,Kogi,20569.1,19014.1,3510.2,40076.1,3707.5
KGSLAM10,Okpo,Olamaboro,Kogi,22969.6,24034.7,4437.1,47144.6,4139.6
KGSLKJ05,Lokoja A,Lokoja,Kogi,53884.2,47523.0,7775.8,80857.0,8957.4
KGSLKJ07,Lokoja C,Lokoja,Kogi,2909.2,1952.7,319.5,5183.1,467.6
AKSKPD04,Nung Atai Ube 2,Okobo,Akwa Ibom,27718.8,27742.1,3532.3,14993.2,3794.8
KGSLKJ04,Kupa South,Lokoja,Kogi,9651.2,10463.6,1738.6,22080.8,1609.5
KGSLKJ02,Kakanda,Lokoja,Kogi,14303.5,13486.9,2332.4,35457.0,2727.7
KGSLKJ01,Eggan,Lokoja,Kogi,3915.8,3022.7,608.3,3038.4,1194.6
KGSLKJ03,Kupa North,Lokoja,Kogi,9979.3,9299.5,1613.7,15336.3,1753.7
AKSKPD02,Eweme 2,Okobo,Akwa Ibom,11553.4,15411.0,1962.2,5875.9,1447.9
ODSOWT06,Lekere / Abu,Ondo West,Ondo,6297.2,3813.4,505.1,5152.3,919.8
ODSOWT04,Jilalu,Ondo West,Ondo,36112.2,58062.5,7707.0,41036.3,7001.6
TRSLAU01,Abbare,Lau,Taraba,2900.1,5763.6,1024.3,5819.6,504.7
ODSOWT10,Okelisa / O,Ondo West,Ondo,53213.3,83973.6,11117.4,71664.5,10420.7
AKSKPD09,Okopedi 2,Okobo,Akwa Ibom,10631.3,7320.5,932.1,6062.1,1557.1
ODSOWT12,Yaba,Ondo West,Ondo,4039.8,3603.5,441.7,13301.4,497.1
DTSJRT07,Jeremi 3,Ughelli South,Delta,45523.8,36926.7,4862.4,47199.8,7619.9
DTSJRT10,Olomu 2,Ughelli South,Delta,6185.0,10354.2,1363.2,8636.1,910.0
TRSLAU02,Dobeli,Lau,Taraba,6375.6,8788.0,1561.8,7393.4,1109.6
AKSNGD04,Ibesikpo 4,Ibesikpo Asutan,Akwa Ibom,3164.1,6434.3,812.6,2625.0,388.1
ODSOWT09,Oka,Ondo West,Ondo,69224.4,107954.2,14329.3,77368.0,12793.5
ODSOWT03,Ilunla,Ondo West,Ondo,16969.1,17021.5,2259.4,12514.4,2661.4
ODSOWT02,Igunshin,Ondo West,Ondo,27860.1,30011.4,4002.8,23584.0,4439.7
ODSOWT01,Igbindo,Ondo West,Ondo,41507.3,43516.7,5777.0,39328.0,6227.4
AKSKPK06,Ward 11,Ukanafun,Akwa Ibom,15685.6,22626.0,2872.8,13640.5,1923.4
TRSLAU03,Donadda,Lau,Taraba,18014.6,14207.7,2606.0,22038.8,3246.5
AKSKPD03,Eweme 1,Okobo,Akwa Ibom,9495.9,11369.9,1447.3,4151.9,1192.7
AKSKPD07,Akai Mbokpo Udung,Okobo,Akwa Ibom,6631.3,10068.1,1281.8,3614.8,830.8
TRSLAU04,Garin Dogo,Lau,Taraba,7305.8,11277.0,2004.1,10530.2,1271.5
TRSTZG10,Zing,Zing,Taraba,39967.8,65353.7,11702.5,41747.4,7271.5
AKSKPK05,Ward 9,Ukanafun,Akwa Ibom,23406.9,21520.5,2737.9,16404.7,2881.4
AKSKPK11,Ward 6,Ukanafun,Akwa Ibom,21559.8,20240.8,2575.1,16456.5,2652.6
TRSTZG08,Tagallang,Zing,Taraba,20364.9,19659.7,3459.8,25416.8,3620.2
60404,Kadadi,Gada,Sokoto,42237.0,37537.5,7859.1,38930.4,8816.0
TRSTZG03,Dingding,Zing,Taraba,8632.7,8035.4,1439.0,11340.6,1515.8
AKSKPK08,Ward 4,Ukanafun,Akwa Ibom,13870.4,17435.4,2218.2,8152.0,1704.7
TRSTZG01,Bitako,Zing,Taraba,18338.2,8981.4,1608.5,20353.5,3233.5
KGSLKJ09,Lokoja E,Lokoja,Kogi,21711.9,13820.4,2261.3,28203.4,3664.3
TRSTZG06,Lamma,Zing,Taraba,17726.0,9244.1,1647.0,18560.3,3087.5
AKSKPK09,Ward 2,Ukanafun,Akwa Ibom,16251.1,20265.4,2578.2,7968.7,1996.6
AKSKPK03,Ward 8,Ukanafun,Akwa Ibom,17668.9,12832.5,1609.3,14134.9,2145.5
TRSYRR01,Dankum,Yorro,Taraba,17636.1,7451.0,1304.8,23460.2,3011.0
TRSTZG05,Kosensi,Zing,Taraba,9493.6,3933.9,674.6,15318.9,1596.9
TRSTZG04,Kakulu,Zing,Taraba,6269.6,8662.0,1489.1,13922.7,1057.4
AKSKPK07,Ward 10,Ukanafun,Akwa Ibom,4522.0,4254.6,534.1,3263.8,547.8
AKSKRT02,Okorobilom,Eastern Obolo,Akwa Ibom,6208.8,13083.5,1667.5,3246.5,1679.5
TRSTZG09,Yakoko,Zing,Taraba,28314.0,17897.5,3133.1,40646.9,4845.4
TRSTZG07,Monkin,Zing,Taraba,10724.5,6978.7,1249.8,7556.0,1931.8
AKSKPK10,Ward 7,Ukanafun,Akwa Ibom,31834.7,17344.8,2187.5,15037.7,3899.1
TRSYRR06,Mannang,Yorro,Taraba,9468.2,12630.9,2178.8,19143.9,1607.4
TRSYRR08,Nyaja,Yorro,Taraba,8528.7,3685.7,631.2,9500.6,1428.8
TRSYRR07,Mika,Yorro,Taraba,2151.8,2739.0,469.1,3278.2,360.2
TRSYRR03,Kajong,Yorro,Taraba,3142.7,3981.4,682.8,6384.6,527.0
EDSFUG01,Adachi,Etsako Central,Edo,12770.2,9297.8,1195.9,6092.0,1616.9
TRSYRR04,Kassa,Yorro,Taraba,9904.7,7768.2,1330.3,16244.4,1657.7
AKSKPK02,Ward 3,Ukanafun,Akwa Ibom,23210.7,14776.9,1866.2,16220.2,2837.2
TRSYRR09,Pantisawa,Yorro,Taraba,26196.8,27134.5,4657.5,33336.8,4506.4
EDSAGD05,Ogute,Etsako East,Edo,8977.3,11857.7,1610.2,16699.3,1198.5
EDSAGD03,Okhashia,Etsako East,Edo,13931.5,17964.8,2439.4,16216.1,1836.7
AKSKTD05,Ubium North 2,Nsit Ubium,Akwa Ibom,8281.1,8989.9,1135.9,5178.3,1009.7
TRSLAU07,Kunini,Lau,Taraba,23499.7,15788.2,2977.7,23858.9,4476.6
AKSKPK04,Ward 1,Ukanafun,Akwa Ibom,1326.8,1587.3,201.9,1150.2,163.0
AKSKRT07,Emeroeke,Eastern Obolo,Akwa Ibom,2381.5,3655.3,463.7,1676.9,488.7
TRSLAU06,Jimlari,Lau,Taraba,15249.5,15392.9,2735.5,25632.6,2654.0
TRSLAU05,Garin Magaji,Lau,Taraba,8787.9,6083.5,1081.1,9002.2,1529.5
EDSAGD09,Afokpella,Etsako East,Edo,26463.6,26376.0,3581.7,27968.6,3817.7
AKSKRT10,Atabrikang,Eastern Obolo,Akwa Ibom,1689.7,2572.6,327.5,1084.6,283.9
AKSKRT01,Amadaka,Eastern Obolo,Akwa Ibom,12195.3,19285.7,2449.3,4762.9,2694.1
EDSFUG08,Udochi,Etsako Central,Edo,1215.9,381.5,51.3,592.7,157.2
TRSTZG02,Bubong,Zing,Taraba,17685.2,12753.4,2284.0,13015.6,3108.6
TRSYRR10,Pupule,Yorro,Taraba,4750.7,4867.6,841.3,7979.7,810.1
AKSKTD04,Obiakpan Obiotim 1,Nsit Ubium,Akwa Ibom,5694.0,6449.6,795.3,1590.3,680.8
AKSKTD10,Ubium South 1,Nsit Ubium,Akwa Ibom,16458.7,26834.8,3409.8,11498.1,2025.1
KGSKKH01,Ekaeika-Ohizenye,Okehi,Kogi,67312.1,51393.0,9754.9,43170.9,14036.1
AKSKTS08,Ukpon Ete1,Ikot Abasi,Akwa Ibom,9157.5,12718.0,1525.6,10987.1,1074.2
KGSKKH10,Okaito,Okehi,Kogi,15283.8,13827.9,2729.5,11358.6,3323.0
EDSAGD10,Iviari,Etsako East,Edo,12720.2,9775.2,1327.4,13890.0,1670.9
AKSKTD08,Ubium South 2,Nsit Ubium,Akwa Ibom,24530.2,42204.9,5331.7,17402.1,3032.4
EDSFUG07,Osomegbe / Udaba,Etsako Central,Edo,26702.3,22831.8,2975.3,14480.1,3978.0
EDSFUG02,Ivhinone,Etsako Central,Edo,10937.4,8785.3,1136.2,7153.7,1395.4
LASBDY15,Iworo-Gbanko,Badagry,Lagos,21659.7,16949.2,2534.9,34064.1,3826.1
LASBDY17,Kweme,Badagry,Lagos,3649.7,9519.1,1526.2,11671.1,534.4
AKSKTD06,Ubium North 3,Nsit Ubium,Akwa Ibom,16625.4,11631.3,1466.6,10685.7,2025.5
LASKSE22,Ikosi Isheri,Kosofe,Lagos,25532.9,53009.5,6476.4,15257.3,6445.1
LASEPE13,Naforija / Poka,Epe,Lagos,8810.4,10312.8,1310.9,10851.6,1084.7
LASAON08,Ijegun,Amuwo Odofin,Lagos,29497.9,30678.8,3271.7,53588.1,3315.6
LASBDY04,Ajido,Badagry,Lagos,29842.0,30278.3,4549.4,78096.2,4410.5
LASBDY07,Aradagun-Mowo,Badagry,Lagos,7179.0,11053.8,1660.9,31809.8,1051.1
LASEPE09,Ifesowapo / Temu Oke-Oso,Epe,Lagos,23760.5,18715.1,2379.0,27792.9,2994.4
LASIKU09,Baiyeku / Orita / Offin,Ikorodu,Lagos,18488.5,27995.0,3151.5,22029.6,2390.3
LASOJO09,Irewe,Ojo,Lagos,7114.5,8045.2,1172.0,3609.6,2858.0
AKSKTM05,Ndot Ikot Okoro 1,Oruk Anam,Akwa Ibom,12501.1,6139.8,769.6,8853.8,1512.0
LASBDY02,Ajara Topa,Badagry,Lagos,6518.9,7368.2,1107.1,19665.8,954.4
LASLMD02,Abule Oja,Lagos Mainland,Lagos,17800.1,42151.7,4659.9,23487.9,5031.8
LASBDY19,Topo-Idale,Badagry,Lagos,4667.6,7455.8,1120.3,14559.6,685.2
LASEPE07,Ejirin / Ketu,Epe,Lagos,8424.2,6466.4,822.0,9027.9,1044.8
LASIKU13,Ibeshe,Ikorodu,Lagos,20093.6,16368.8,2301.9,38006.7,2986.9
LASEPE03,Aiyetoro / Lagbade / Agbala / Olota,Epe,Lagos,8173.9,7064.4,898.0,12983.8,1053.7
LASIKU11,Elepe,Ikorodu,Lagos,16745.3,21644.2,3132.4,43877.2,2371.2
LASIKU07,Atere,Ikorodu,Lagos,32621.4,33922.6,5053.0,64586.3,4740.6
AKSMKP01,Ikpa Ikono 2,Mkpat Enin,Akwa Ibom,20774.5,21553.1,2688.0,9394.1,2535.8
LASIKU21,Maja,Ikorodu,Lagos,18605.7,18508.6,2726.7,30143.2,2672.5
LASBDY06,Apa,Badagry,Lagos,12781.7,12562.4,1887.6,25373.1,1896.2
LASIKU19,Itumokun,Ikorodu,Lagos,35811.5,49819.3,6215.4,66380.0,4939.5
LASIKU25,Oke-Oyinbo /  Aiyetoro,Ikorodu,Lagos,15979.7,25424.9,2864.0,26091.0,2143.7
LASBDY14,Isalu / Iyafin,Badagry,Lagos,14192.2,16437.7,2469.8,53154.6,2077.9
LASEPE14,Odomola,Epe,Lagos,19746.9,22201.7,2822.1,41117.3,2435.2
61905,Raka,Tangaza,Sokoto,14350.1,7553.1,1545.0,10066.6,2959.5
LASIKU18,Isiu,Ikorodu,Lagos,29414.2,33662.2,4980.1,68089.4,4239.2
LASIKU08,Ayegbami / Odoro,Ikorodu,Lagos,12635.0,17363.6,1958.9,10363.8,1743.5
LASEPE08,Ibonwon,Epe,Lagos,8823.7,9446.2,1200.7,18624.4,1087.1
LASEOA17,Okun Ajah / Okunmopo,Eti Osa,Lagos,26324.5,33857.5,3633.1,73734.2,2777.4
LASOJO06,Ijanikin,Ojo,Lagos,39170.6,67454.8,9883.8,48023.6,8004.5
LASOJO04,Iba,Ojo,Lagos,49444.3,85768.7,12553.2,68589.0,10326.0
LASAON02,Ado Soba,Amuwo Odofin,Lagos,15060.9,19753.9,2106.6,28873.8,1559.6
AKSKTM08,Ikot Ibritam 2,Oruk Anam,Akwa Ibom,18546.9,14076.3,1752.6,11577.5,2230.7
LASAON10,Irepodun,Amuwo Odofin,Lagos,7954.9,8864.1,945.3,16355.2,822.9
LASIKU22,Majidun,Ikorodu,Lagos,17612.4,10529.7,1520.1,25995.3,3122.1
ADSTNG08,Toungo 1,Toungo,Adamawa,11456.3,15516.8,2770.4,15913.9,2018.3
LASAON05,I Irede,Amuwo Odofin,Lagos,16580.3,14390.9,1534.7,21148.2,2204.9
LASBDY03,Ajara Vetho,Badagry,Lagos,19415.7,22612.4,3397.6,76077.4,2842.7
LASEPE05,Ajebo Orugbo,Epe,Lagos,23065.6,21269.2,2703.6,19882.3,2840.5
LASBDY05,Akoro,Badagry,Lagos,16766.9,6956.8,1045.3,13508.8,2479.7
AKSKTM10,Ndot Ikot Okoro 2,Oruk Anam,Akwa Ibom,34323.1,34430.0,4198.9,36418.3,4066.8
LASEOA18,Sangotedo,Eti Osa,Lagos,53952.2,66513.0,7141.2,140184.1,5676.3
LASLID06,Epetedo East,Lagos Island,Lagos,1383.5,2505.6,269.9,1748.8,208.6
LASEPE15,Odoragunsin,Epe,Lagos,32964.1,33742.8,4289.6,39514.0,4059.5
LASBDY09,Awhanjigoh,Badagry,Lagos,6686.2,4307.1,647.2,8757.7,998.9
LASBDY01,Ahovikoh,Badagry,Lagos,3251.9,3326.6,499.8,9716.0,476.1
LASBDY16,Jegba Quarters,Badagry,Lagos,13399.9,6889.6,1035.2,22453.4,1992.0
LASBDY20,Wesere,Badagry,Lagos,5090.0,3884.0,583.6,7371.2,745.2
LASIUI03,Ise / Igbogun,Ibeju Lekki,Lagos,2702.9,1256.5,157.4,4078.2,331.3
LASLID17,Okepopo West,Lagos Island,Lagos,960.0,1536.9,165.5,1226.3,159.9
LASLID07,Epetedo West,Lagos Island,Lagos,1408.0,2621.8,282.4,2657.0,252.7
LASATO14,Owoyemi,Ajeromi/Ifelodun,Lagos,9152.0,113568.0,14441.5,13048.4,16944.3
AKSKTS03,Ikpa Ibekwe 2,Ikot Abasi,Akwa Ibom,23877.5,20069.8,2407.5,13020.4,3721.6
NISNAS04,Kawo,Magama,Niger,48146.1,63170.0,13019.6,59052.3,9795.8
LASBDY10,Gbethrome,Badagry,Lagos,31287.7,32302.8,5085.0,43925.0,4586.2
AKSKTS06,Ukpum Okon,Ikot Abasi,Akwa Ibom,9821.8,13720.1,1645.8,9123.2,1141.2
AKSKTS09,Edemaya 3,Ikot Abasi,Akwa Ibom,11544.2,14666.0,1759.3,8507.3,1341.9
LASEPE19,Sagida / Okeposu,Epe,Lagos,5924.1,4231.5,537.9,9879.6,932.7
LASAPA04,Anjorin,Apapa,Lagos,6145.9,13179.2,1514.7,4779.1,1476.9
LASAPA01,Abete,Apapa,Lagos,1728.0,3345.5,389.7,3298.0,393.2
LASEPE11,Mayunre-Oriba,Epe,Lagos,28929.5,28508.5,3625.5,48608.9,3673.3
LASEPE10,Ilara,Epe,Lagos,6794.8,7447.7,948.5,9498.5,838.4
AKSKTS10,Edemaya 2,Ikot Abasi,Akwa Ibom,13290.4,19188.5,2304.5,11912.5,1544.9
AKSMKP04,Ikpa Ikono 3,Mkpat Enin,Akwa Ibom,14715.2,15294.9,1896.4,3936.3,1794.5
LASEOA01,1004 / Aboyade,Eti Osa,Lagos,14498.5,10191.4,1084.0,20959.8,1716.9
NISGWU02,Boyi,Gurara,Niger,5854.6,4709.3,928.1,7026.1,1135.9
