ward_code,ward,lga,state,worldpop_total,meta_total,meta_u5,grid3_v3_total,worldpop_u5
KN2105,Kan Karofi,Kano Municipal,Kano,32936.6,24805.7,4503.9,21968.4,5383.3
KN3801,Babban Giji,Tarauni,Kano,34782.7,25612.2,4258.5,36290.8,6208.6
KN2109,Tudun Nufawa,Kano Municipal,Kano,18766.2,17273.7,3187.7,16905.2,2988.8
KN2111,Yakasai,Kano Municipal,Kano,32658.3,31062.9,5699.4,23871.1,5245.6
KN0712,Yalwa,Dala,Kano,39447.6,37643.6,6946.7,19321.5,6282.6
KN3804,Gyadi Gyadi Arewa,Tarauni,Kano,5044.8,4137.9,673.6,8399.6,911.6
KN3805,Gyadi Gyadi Kudu,Tarauni,Kano,8183.2,6271.5,1020.9,12092.8,1478.7
KN1810,Sani Mai Nagge,Gwale,Kano,81407.7,70753.4,12566.0,38464.1,13351.0
KN3808,Unguwa Uku Cikin Gari,Tarauni,Kano,7807.2,6316.5,1153.8,31618.0,1441.1
KN0706,Gwammaja,Dala,Kano,24555.7,16260.5,3145.0,35722.9,4418.6
KN2108,She She,Kano Municipal,Kano,11456.7,11081.2,2044.9,10196.0,1824.7
KN1202,Fagge B,Fagge,Kano,16775.4,16187.3,2987.2,9113.4,2671.7
KN1204,Fagge D1,Fagge,Kano,6222.4,6572.7,1212.9,4521.3,991.0
KN1804,Galadanchi,Gwale,Kano,15798.7,14261.3,2605.1,14972.5,2524.0
KN0711,Madigawa,Dala,Kano,17501.4,16404.6,3027.3,13192.6,2787.4
KN1201,Fagge A,Fagge,Kano,43572.5,36966.2,6557.5,14892.6,7267.1
KN2708,Kurun Sumau,Kura,Kano,12648.0,10490.0,1977.4,30983.9,2350.0
KN4211,Zango,Ungogo,Kano,36130.3,30641.9,6234.8,176775.7,7232.4
KN0708,Kantudu,Dala,Kano,9752.8,8799.8,1623.9,7545.2,1553.3
KN0704,Dogon Nama,Dala,Kano,24989.3,26725.3,4931.9,15743.8,3979.9
KN3803,Daurawa,Tarauni,Kano,10781.3,11498.1,1875.0,17544.2,1946.6
KN3107,Hotoro South,Nassarawa,Kano,27329.5,23961.7,4538.0,55554.2,5292.2
KN3104,Giginyu,Nassarawa,Kano,133779.0,133345.9,22076.2,196228.5,24392.8
KN2101,Chedi,Kano Municipal,Kano,7769.7,8419.6,1553.7,7782.8,1237.4
KN3102,Gama,Nassarawa,Kano,11087.2,9005.3,1832.3,49752.5,2219.4
KN1203,Fagge C,Fagge,Kano,39913.2,36541.5,6718.8,9622.0,6382.8
KN0707,Kabuwaya,Dala,Kano,21820.7,18088.5,3338.0,9759.4,3475.3
KN0701,Adakawa,Dala,Kano,9829.2,10883.3,2011.9,11155.0,1574.8
KN1807,Gyaranya,Gwale,Kano,10359.5,10701.0,1974.7,10148.0,1649.9
KN1805,Goron Dutse,Gwale,Kano,37399.6,36185.4,6672.3,20603.0,5991.7
KN1207,Rijiyar Lemo,Fagge,Kano,9485.0,7259.0,1477.0,35754.7,1898.7
KN1809,Mandawari,Gwale,Kano,13586.3,14557.7,2686.5,13605.6,2163.8
KN2104,Jakara,Kano Municipal,Kano,8065.5,6952.9,1283.1,8401.3,1284.6
KN0702,Bakin Ruwa,Dala,Kano,15503.5,16676.2,3077.4,15857.7,2469.2
KN2112,Zaitawa,Kano Municipal,Kano,36268.9,31179.6,5753.8,21070.8,5776.4
KN1801,Dandago,Gwale,Kano,20143.7,20207.0,3729.0,17724.2,3208.2
KN2102,Dan Agundi,Kano Municipal,Kano,8762.4,5980.5,1051.2,13786.5,1509.0
KN1903,Gwarzo,Gwarzo,Kano,17619.4,16231.9,3386.8,35431.5,3625.3
KN0705,Gobirawa,Dala,Kano,71553.8,66776.2,12541.0,181671.1,13156.1
KN3105,Gwagwarwa,Nassarawa,Kano,4745.3,3983.7,810.6,15851.4,949.9
KN2106,Shahuchi,Kano Municipal,Kano,26507.3,25856.2,4771.5,23825.6,4221.7
KN1802,Diso,Gwale,Kano,5769.1,3725.4,664.5,7575.3,951.6
KN3807,Tarauni,Tarauni,Kano,36690.8,37835.6,6158.8,33055.8,6630.1
KN1210,Yammata,Fagge,Kano,14781.2,11375.9,2314.7,50433.1,2958.8
KN0408,Kofa,Bebeji,Kano,8013.2,10145.6,2029.8,23332.4,1585.2
KN2103,Gandu Albasa,Kano Municipal,Kano,75779.8,63945.3,11011.1,63222.2,13237.5
KN1102,Dogon Kawo,Doguwa,Kano,20889.2,15606.9,3123.1,22462.5,4121.2
KN2009,Kanwa,Kabo,Kano,23550.4,20856.0,3960.4,19931.1,4405.2
KN4201,Bachirawa,Ungogo,Kano,47785.6,45857.1,9331.5,181676.5,9566.7
KN1702,Gawo,Gezawa,Kano,8304.8,2759.5,552.7,22767.6,1638.4
KN2204,Kwanyawa,Karaye,Kano,27082.8,29155.1,6018.7,26141.2,5526.2
KN3407,Rogo Sabon Gari,Rogo,Kano,23830.9,26059.0,5448.5,37129.0,4938.2
KN2609,Shuwaki,Kunchi,Kano,25096.8,22074.7,4476.0,38507.9,5026.0
KN3509,Shanono,Shanono,Kano,39856.4,22086.4,4672.0,57220.4,8300.8
KN4102,Burun-Burun,Tudun Wada,Kano,37194.6,34948.7,7036.6,47251.8,7403.4
KN2503,Danbare,Kumbotso,Kano,164043.5,186624.7,30824.2,115853.5,26197.4
KN4101,Baburi,Tudun Wada,Kano,41220.0,45033.3,9027.2,43086.8,8188.1
KN0908,Jido,Dawakin Kudu,Kano,13497.9,11588.2,2197.4,35161.5,2531.7
KN0810,San San,Dambatta,Kano,15545.9,12164.8,2426.0,23074.4,3061.2
KN0107,Gurduba,Ajingi,Kano,14607.2,17368.8,3461.0,24622.6,2873.8
KN0808,Kore,Dambatta,Kano,24575.7,4097.7,817.5,34184.5,4848.6
KN1706,Mesar Tudu,Gezawa,Kano,22027.7,5854.2,1182.4,38794.3,4381.0
KN0304,Gogori,Bagwai,Kano,46657.0,29329.0,6102.8,36580.2,9581.9
KN0310,Wuro Bagga,Bagwai,Kano,47878.9,24494.3,5051.2,31351.8,9729.0
KN0412,Rantan,Bebeji,Kano,23282.5,15428.8,3090.6,27751.4,4612.4
KN2610,Yandadi,Kunchi,Kano,16304.8,13265.1,2684.3,26697.3,3259.6
KN1703,Gezawa,Gezawa,Kano,19692.2,387.4,78.2,43227.3,3912.6
KN2203,Kurugu,Karaye,Kano,28568.0,24524.6,5049.8,24827.3,5812.4
KN1910,Unguwar Tudu,Gwarzo,Kano,40834.1,38149.6,7982.3,42267.4,8431.4
KN1004,Dawanau,Dawakin Tofa,Kano,61397.9,60351.2,12303.5,97631.7,12325.3
KN3409,Zarewa,Rogo,Kano,23266.6,24288.4,5078.3,39159.0,4821.3
KN1701,Babawa,Gezawa,Kano,53573.0,57170.1,11466.2,89007.8,10582.2
KN1103,Doguwa,Doguwa,Kano,20683.0,20830.6,4169.5,26288.7,4081.9
KN2302,Fammar,Kibiya,Kano,15596.0,25018.5,5022.1,21357.3,3097.5
KN1605,Gaya South,Gaya,Kano,17004.7,17219.0,3434.8,60197.4,3348.4
KN0608,Kulluwa,Bunkure,Kano,25943.2,24787.9,5118.2,25422.7,5302.1
KN4308,Juma Galadima,Warawa,Kano,12714.9,9407.8,1784.4,24844.7,2387.5
KN1803,Dorayi,Gwale,Kano,498639.8,450398.4,73047.7,362735.8,78955.2
KN3914,Yanoko,Tofa,Kano,14778.0,15495.1,3153.1,19890.2,2962.1
KN2907,Maitsidau,Makoda,Kano,18116.3,20582.9,4197.4,18024.3,3644.0
KN3912,Wangara,Tofa,Kano,18125.6,14393.9,2867.0,16061.2,3556.4
KN2905,Koguna,Makoda,Kano,30407.6,36518.8,7478.6,27576.1,6151.1
KN3508,Shakogi,Shanono,Kano,19454.2,17300.9,3617.7,26301.3,4030.0
KN0809,Saidawa,Dambatta,Kano,40616.7,47757.1,9570.5,58908.4,8039.6
KN3109,Kawaji,Nassarawa,Kano,70895.3,62776.7,12243.8,127482.8,13837.5
KN1905,Kutama,Gwarzo,Kano,52539.8,42528.7,8873.6,45863.7,10810.4
KN0603,Bunkure,Bunkure,Kano,37479.3,32054.1,6618.2,47498.0,7660.0
KN0902,Danbagina,Dawakin Kudu,Kano,13815.8,21568.9,4136.6,41183.4,2611.3
KN3305,Gulu,Rimin Gado,Kano,17764.1,18149.5,3527.6,23663.0,3405.7
KN0807,Gwarabjawa,Dambatta,Kano,41667.6,62614.2,12486.6,75454.6,8203.4
KN3802,Darmanawa,Tarauni,Kano,65337.3,65597.7,11474.0,84662.9,11322.9
KN0411,Ranka,Bebeji,Kano,29670.9,28563.2,5714.7,33571.3,5869.5
KN0207,Gagarame,Albasu,Kano,43502.7,42310.0,8269.5,46479.4,8391.8
KN3303,Doka Dawa,Rimin Gado,Kano,21517.7,21627.8,4306.7,20294.3,4227.2
KN4204,Kadawa,Ungogo,Kano,39378.8,38910.8,7917.2,130931.1,7882.7
KN0501,Badume,Bichi,Kano,63078.3,73923.9,14950.8,88438.2,12579.0
KN0604,Chirin,Bunkure,Kano,19622.4,23388.9,4821.1,29137.9,3983.3
KN2107,Sharada,Kano Municipal,Kano,73072.5,52819.1,8900.7,59744.5,12034.3
KN1003,Dawaki West,Dawakin Tofa,Kano,14799.5,14410.1,2937.7,24601.9,2970.9
KN0108,Kunkurawa,Ajingi,Kano,17851.4,18180.6,3625.5,38792.8,3513.8
KN0506,Kwamarawa,Bichi,Kano,17048.5,20993.6,4253.4,28771.7,3407.1
KN3301,Butu-Butu,Rimin Gado,Kano,22829.1,24607.0,4774.5,22417.6,4370.8
KN0106,Gafasa,Ajingi,Kano,19538.1,20281.3,4037.6,37041.8,3840.7
KN3502,Dutsen Bakoshi,Shanono,Kano,21188.0,18954.4,4019.3,38717.9,4439.4
KN4010,Zarogi,Tsanyawa,Kano,26963.4,23341.1,4893.4,21873.2,5572.8
KN1406,Katumari,Garko,Kano,14174.1,13261.5,2604.4,19886.1,2761.6
KN0105,Dundun,Ajingi,Kano,19065.3,19563.2,3902.4,27666.2,3754.4
KN3611,Sumaila,Sumaila,Kano,44614.0,28442.1,5628.1,49284.7,8752.5
KN2414,Yalwa,Kiru,Kano,47496.1,43193.8,8617.7,67676.7,9352.4
KN3903,Gajida,Tofa,Kano,7499.3,7826.2,1595.2,9449.2,1505.2
KN2201,Daura,Karaye,Kano,33419.5,22735.1,4676.9,22413.7,6795.1
KN2210,Yola,Karaye,Kano,18588.1,15135.0,3113.5,13291.2,3779.5
KN0109,Toranke,Ajingi,Kano,29897.6,26741.5,5310.4,63993.7,5854.2
KN3705,Farun Ruwa,Takai,Kano,16474.0,16994.7,3273.2,38056.3,3142.6
KN0307,Rimin Dako,Bagwai,Kano,23395.2,29931.7,6136.4,32777.6,4721.2
KN1401,Dal,Garko,Kano,31261.6,35994.4,7166.4,43131.8,6148.5
KN4008,Yankamaye,Tsanyawa,Kano,30756.5,34006.8,7140.0,32014.3,6365.3
KN1001,Danguguwa,Dawakin Tofa,Kano,29602.8,26946.2,5493.4,36070.7,5942.6
KN4109,Shuwaki,Tudun Wada,Kano,24728.7,21486.4,4348.2,26766.9,4957.1
KN4111,Yaryasa,Tudun Wada,Kano,46238.9,40426.4,8164.6,40114.6,9230.2
KN4405,Indabo,Wudil,Kano,11003.8,12030.5,2211.2,21288.0,1987.9
KN4310,Madari,Warawa,Kano,8323.6,11255.1,2168.4,22181.1,1580.2
KN3308,Rimin Gado,Rimin Gado,Kano,28869.6,22640.9,4402.3,26847.0,5538.8
KN3304,Dugurawa,Rimin Gado,Kano,15684.9,10294.8,2022.6,9497.1,3030.9
KN0907,Gurjiya,Dawakin Kudu,Kano,29868.5,29097.4,5556.3,27103.7,5614.7
KN0306,Kwajale,Bagwai,Kano,21636.1,28421.0,5830.5,36127.3,4369.3
KN3901,Dindere,Tofa,Kano,7165.5,7999.0,1630.7,9071.9,1438.4
KN4007,Tsanyawa,Tsanyawa,Kano,30421.1,33040.7,6927.0,30758.7,6287.5
KN0909,Tanburawa,Dawakin Kudu,Kano,71896.4,55137.1,10609.3,56557.0,13639.3
KN2707,Sarkin Kura,Kura,Kano,15110.0,14071.7,2652.5,34930.6,2807.4
KN0609,Kumurya,Bunkure,Kano,28418.6,27472.2,5444.4,41599.5,5581.4
KN0401,Anadariya,Bebeji,Kano,9379.1,9204.0,1841.5,8445.4,1855.4
KN1205,Fagge D2,Fagge,Kano,24943.9,21141.2,4117.5,23719.0,4594.6
KN2603,Gwarmai,Kunchi,Kano,19486.7,25519.8,5211.1,32836.5,3925.5
KN3910,Tofa,Tofa,Kano,15494.7,14377.4,2916.7,31350.6,3098.9
KN1909,Sabon Birni,Gwarzo,Kano,25811.5,24558.0,5114.7,21759.9,5304.7
KN1503,Dorawar Sallau,Garun Malam,Kano,10350.0,8413.1,1540.9,16142.7,1848.3
KN2308,Kibiya 1,Kibiya,Kano,13087.2,16263.8,3295.4,25897.5,2622.1
KN1709,Tumbau,Gezawa,Kano,11646.3,15903.7,3207.9,23004.1,2311.1
KN2811,Rikadawa,Madobi,Kano,13369.1,15977.7,3071.6,21411.8,2593.5
KN2404,Dangora,Kiru,Kano,30884.5,25630.3,5068.8,32488.7,6016.6
KN4409,Utai,Wudil,Kano,18118.6,15477.2,2989.4,33062.6,3420.2
KN4402,Dagumawa,Wudil,Kano,34265.1,33996.2,6247.6,52178.6,6190.3
KN0911,Unguwar Duniya,Dawakin Kudu,Kano,11936.7,14594.0,2831.9,13399.3,2287.2
KN3011,Wasai,Minjibir,Kano,38630.9,1457.8,299.5,52027.8,7820.6
KN0110,Unguwar Bai,Ajingi,Kano,15704.9,17496.6,3451.3,26083.0,3061.9
KN0710,Kofar Ruwa,Dala,Kano,142878.3,131726.6,24342.3,104511.2,23129.8
KN1311,Zugachi,Gabasawa,Kano,18968.0,29874.3,6069.5,31230.4,3803.1
KN4311,Tamburawan Gabas,Warawa,Kano,8073.3,8237.6,1562.4,18144.1,1515.0
KN1710,Wangara,Gezawa,Kano,15073.5,12596.4,2538.0,38175.6,2987.9
KN4210,Yada Kunya,Ungogo,Kano,32735.0,36485.8,7481.9,51808.0,6626.2
KN1507,Jobawa,Garun Malam,Kano,12544.2,15638.4,2392.8,15489.5,1889.4
KN0405,Durmawa,Bebeji,Kano,18305.1,22912.0,4528.0,31587.8,3583.3
KN0510,Waire,Bichi,Kano,17557.6,15562.5,3149.2,36528.0,3509.8
KN2910,Tangaji,Makoda,Kano,30946.5,23328.6,4789.2,15306.7,6269.7
KN0709,Kofar Mazugal,Dala,Kano,24932.2,19361.4,3647.4,25125.1,4268.4
KN3206,Rurum Tsohon Gari,Rano,Kano,36190.1,25467.2,5266.8,31088.4,7389.4
KN1110,Zainabi,Doguwa,Kano,16350.5,16401.7,3319.2,22455.8,3250.9
KN2812,Yakun,Madobi,Kano,6412.9,7770.9,1598.1,6818.7,1301.0
KN1505,Garun Babba,Garun Malam,Kano,20192.3,11578.6,1808.1,19993.6,3090.6
KN2006,Gude,Kabo,Kano,16755.3,16318.2,3287.3,27017.1,3295.5
KN4406,Kausani,Wudil,Kano,34753.0,32765.5,6352.3,43661.1,6639.7
KN3204,Rano,Rano,Kano,37816.4,47462.8,9813.6,52141.4,7717.0
KN2911,Wailare,Makoda,Kano,20986.5,17080.6,3496.7,14755.0,4244.0
KN1901,Jama'a,Gwarzo,Kano,15848.4,11451.3,2397.2,11197.9,3267.1
KN0305,Kiyawa,Bagwai,Kano,34034.7,32974.8,6788.1,40782.3,6912.9
KN3309,Sakara Tsa,Rimin Gado,Kano,8373.3,6678.5,1336.7,11603.9,1652.4
KN0406,Gargai,Bebeji,Kano,23149.3,15103.9,2766.8,21896.1,4108.4
KN2511,Panshekara,Kumbotso,Kano,78444.8,88165.9,16146.7,107392.4,14128.9
KN3202,Lausu,Rano,Kano,22701.8,21546.9,4376.5,23706.9,4562.0
KN1009,Marke,Dawakin Tofa,Kano,32181.0,35187.5,7149.2,48830.2,6444.7
KN1501,Chiromawa,Garun Malam,Kano,24656.7,23000.7,3519.3,39485.8,3713.8
KN0803,Dambatta West,Dambatta,Kano,50331.3,61366.7,12258.9,81961.7,9936.1
KN2113,Zango,Kano Municipal,Kano,47488.3,41955.5,7733.7,24240.8,7570.7
KN0403,Bebeji,Bebeji,Kano,33125.2,36521.7,7316.7,58838.6,6548.8
KN3005,Kuru,Minjibir,Kano,21173.9,34749.1,7164.3,42826.8,4308.4
KN1907,Madadi,Gwarzo,Kano,25661.0,36482.0,7456.6,36800.2,5105.4
KN3708,Kuka,Takai,Kano,29815.7,21324.4,4109.6,28079.9,5689.6
KN4208,Tudun Fulani,Ungogo,Kano,132109.3,181928.2,33931.2,257053.9,24239.5
KN0805,Goron Maje,Dambatta,Kano,19605.3,6762.9,1349.2,27454.3,3865.9
KN4305,Imawa,Warawa,Kano,4018.0,6569.9,1245.8,18463.6,753.6
KN0413,Tariwa,Bebeji,Kano,21034.0,21908.8,3841.5,27828.1,3640.4
KN2208,Magajin Hajji,Karaye,Kano,17612.0,11476.1,2360.8,14370.3,3581.0
KN0201,Albasu Central,Albasu,Kano,49042.8,28637.7,5626.1,34714.6,9534.7
KN2808,Kubaraci,Madobi,Kano,30874.1,34021.9,6751.1,41578.8,6076.8
KN4301,Amarawa,Warawa,Kano,2288.5,3186.7,604.3,7280.5,429.2
KN2710,Tanawa,Kura,Kano,6589.9,5672.0,1069.2,15421.5,1224.4
KN3007,Minjibir,Minjibir,Kano,33968.3,10259.0,2115.1,63222.8,6911.8
KN3402,Falgore,Rogo,Kano,39989.8,26744.5,5629.6,41392.5,8326.6
KN2802,Cinkoso,Madobi,Kano,8066.4,8654.6,1728.9,7469.5,1579.6
KN4206,Rangaza,Ungogo,Kano,33587.6,46801.7,9527.9,107284.6,6728.6
KN0904,Dawakiji,Dawakin Kudu,Kano,36645.9,31293.0,6037.9,62957.1,6973.4
KN0606,Gurjiya,Bunkure,Kano,23039.7,22209.8,4530.2,27053.5,4642.5
KN4303,Jemagu,Warawa,Kano,2487.6,3422.4,649.0,11158.5,466.6
KN4105,Jita,Tudun Wada,Kano,23614.1,21367.8,4322.3,27269.2,4727.3
KN3001,Azore,Minjibir,Kano,29558.6,33302.3,6866.1,36432.9,6014.5
KN0102,Balare,Ajingi,Kano,18634.2,17112.2,3414.3,27958.8,3670.6
KN0906,Gano,Dawakin Kudu,Kano,17410.0,17669.1,3397.2,45037.9,3316.4
KN3310,Tamawa,Rimin Gado,Kano,11297.4,11932.0,2350.6,12917.8,2196.5
KN2709,Rigar Duka,Kura,Kano,18164.1,16555.9,3151.2,25777.9,3403.6
KN0409,Kuki,Bebeji,Kano,25341.6,17264.7,3454.2,25716.5,5013.1
KN2507,Kumbotso,Kumbotso,Kano,40253.2,33174.5,6292.0,40259.1,7497.7
KN0503,Danzabuwa,Bichi,Kano,36675.1,26095.8,5281.7,56983.2,7325.6
KN4202,Fanisau,Ungogo,Kano,27905.8,22744.2,4674.0,47892.5,5647.8
KN0602,Bono,Bunkure,Kano,26118.1,23255.2,4644.8,24317.9,5143.0
KN4004,Gurun,Tsanyawa,Kano,25221.4,21138.9,4439.5,27424.4,5220.3
KN1509,Makwaro,Garun Malam,Kano,17155.2,18186.8,3200.7,25225.2,3029.8
KN2505,Garun Gawa,Kumbotso,Kano,132315.3,144948.0,24260.3,116530.1,21732.1
KN2704,Gundutse,Kura,Kano,24572.0,20019.6,3849.6,24169.4,4666.8
KN2702,Dan Hassan,Kura,Kano,27852.8,32304.7,6091.8,38840.7,5175.7
KN3702,Durbunde,Takai,Kano,33174.9,32141.8,6190.5,63579.2,6328.4
KN1608,Maimakawa,Gaya,Kano,43462.4,36419.2,7215.6,48774.1,8496.3
KN2806,Kanwa,Madobi,Kano,19068.3,20317.8,4102.5,28308.0,3782.2
KN3610,Sitti,Sumaila,Kano,46141.9,48196.6,9572.9,44497.6,9077.7
KN3208,Yalwa,Rano,Kano,31872.9,30088.8,6195.2,36418.5,6486.9
KN2706,Kosawa,Kura,Kano,18983.7,19499.4,3693.7,30989.7,3558.2
KN4006,Tatsan,Tsanyawa,Kano,22366.6,20228.7,4118.9,25468.6,4487.8
KN2608,Shamakawa,Kunchi,Kano,12580.5,7740.7,1566.4,18287.3,2515.0
KN2804,Gora,Madobi,Kano,41405.5,28836.9,5932.4,38440.9,8419.7
KN3504,Goron Dutse,Shanono,Kano,9817.4,14626.6,3101.6,25821.8,2057.0
KN1302,Garun Danga,Gabasawa,Kano,27318.6,31414.6,6382.4,41690.2,5477.3
KN1005,Ganduje,Dawakin Tofa,Kano,18804.9,15093.9,3072.8,23834.7,3781.2
KN3806,Hotoro,Tarauni,Kano,29458.4,26345.2,4617.1,76209.1,5463.0
KN1304,Karmami,Gabasawa,Kano,21468.9,35297.3,7171.3,36000.3,4304.5
KN2409,Kogo,Kiru,Kano,17853.0,17383.0,3437.8,22830.1,3478.0
KN2501,Chalawa,Kumbotso,Kano,45198.1,37766.0,6827.4,39743.6,7880.5
KN2202,Kafin Dabga,Karaye,Kano,17639.3,28123.1,5669.4,23177.3,3485.8
KN2301,Durba,Kibiya,Kano,11994.6,17759.3,3606.3,14246.9,2412.0
KN3706,Kachako,Takai,Kano,33250.9,36596.7,7059.8,81774.3,6351.2
KN3506,Kokiya,Shanono,Kano,16336.5,13567.1,2876.0,27608.5,3421.9
KN3111,Tudun Murtala,Nassarawa,Kano,24805.0,16453.6,3347.8,87625.2,4965.4
KN4309,Katarkawa,Warawa,Kano,6576.6,9553.0,1896.6,17883.8,1289.3
KN2906,Tabo,Makoda,Kano,24946.9,23059.9,4734.1,23050.6,5054.2
KN3704,Fajewa,Takai,Kano,25804.3,30303.1,5836.3,35619.6,4922.4
KN1602,Gamarya,Gaya,Kano,9862.7,12221.0,2436.6,18754.0,1941.3
KN2411,Bargoni,Kiru,Kano,46412.4,50372.1,9961.9,46397.6,9041.7
KN2303,Fassi,Kibiya,Kano,32785.8,29504.8,5976.7,46217.8,6571.0
KN1606,Kademi,Gaya,Kano,34828.2,33255.0,6598.8,59118.7,6819.3
KN2606,Matan Fada,Kunchi,Kano,16412.0,14961.4,3050.0,23423.3,3295.8
KN2602,Garun Sheme,Kunchi,Kano,5606.3,5755.7,1164.7,11936.3,1120.8
KN2407,Galadimawa,Kiru,Kano,16451.1,16666.4,3301.3,12804.3,3206.4
KN2904,Kadan Dani,Makoda,Kano,33371.8,28038.7,5676.3,31789.6,6688.5
KN1106,Riruwai,Doguwa,Kano,18793.0,14899.2,2981.9,20993.1,3708.7
KN0301,Bagwai,Bagwai,Kano,28207.2,23144.4,4745.3,37223.4,5710.2
KN0914,Yargaya,Dawakin Kudu,Kano,12227.6,9506.2,1802.6,33296.7,2293.4
KN2415,Zuwo,Kiru,Kano,26330.6,29270.5,5724.9,24111.7,5064.2
KN2305,Kahu,Kibiya,Kano,45570.5,28340.8,5742.4,33100.4,9130.4
KN2413,Yako,Kiru,Kano,18401.9,17601.8,3482.9,27716.6,3587.3
KN4401,Achika,Wudil,Kano,14308.9,14108.5,2756.9,19671.0,2753.8
KN1308,Yautar Kudu,Gabasawa,Kano,36937.9,9241.5,1877.6,44666.5,7406.0
KN0205,Fanda,Albasu,Kano,41787.8,27010.2,5304.6,32732.7,8094.9
KN2810,Madobi,Madobi,Kano,35866.4,35281.6,7289.5,42928.4,7314.1
KN0912,Yan Barau,Dawakin Kudu,Kano,23889.6,19857.9,3856.2,16256.0,4580.6
KN2405,Dansoshiya,Kiru,Kano,16438.4,21882.7,4329.8,17609.0,3204.0
KN2307,Kibiya 2,Kibiya,Kano,11748.2,10418.2,2111.0,14012.8,2353.8
KN4306,Warawa,Warawa,Kano,3894.8,5199.9,986.0,12784.8,730.5
KN2003,Gammo,Kabo,Kano,27430.4,27852.9,5289.7,23915.7,5132.5
KN3911,Unguwar Rimi,Tofa,Kano,14161.9,14477.3,2936.9,19622.2,2832.3
KN2403,Bauda,Kiru,Kano,10319.8,14215.9,2824.7,19467.4,2020.6
KN0610,Sanda,Bunkure,Kano,23396.0,35846.4,7221.7,34592.0,4677.9
KN2309,Tarai,Kibiya,Kano,36841.3,26838.5,5434.8,35424.9,7368.7
KN1310,Zakirai,Gabasawa,Kano,24642.6,29970.6,6089.1,33048.3,4940.8
KN0910,Tsakuwa,Dawakin Kudu,Kano,57076.6,51744.4,10048.2,60841.2,10943.8
KN2508,Kureken Sani,Kumbotso,Kano,50508.1,49689.2,9422.9,75554.1,9433.5
KN3010,Tsakuwa,Minjibir,Kano,24395.4,18385.7,3790.5,47390.7,4961.8
KN0204,Duja,Albasu,Kano,12857.3,9914.9,1947.2,10309.1,2491.5
KN3710,Zuga,Takai,Kano,24419.8,27781.6,5377.5,38832.5,4677.1
KN1108,Tagwaye,Doguwa,Kano,15795.2,18040.0,3609.9,21200.7,3116.1
KN1506,Garun Malam,Garun Malam,Kano,13010.4,13380.1,2047.2,27364.7,1959.6
KN2401,Baawa,Kiru,Kano,62583.2,46714.4,9260.8,45787.7,12229.5
KN0209,Saya-Saya,Albasu,Kano,30444.0,30380.8,6028.4,37581.3,5960.9
KN3601,Gala,Sumaila,Kano,35277.5,34405.8,6725.7,46808.7,6806.3
KN1711,Zango,Gezawa,Kano,25311.2,17407.6,3487.6,64671.0,4997.5
KN0404,Damau,Bebeji,Kano,15377.5,18109.0,2894.7,20158.2,2439.1
KN1808,Kabuga,Gwale,Kano,399662.6,348439.9,62791.0,164649.8,68397.9
KN1010,Kwa,Dawakin Tofa,Kano,34773.6,23888.6,4870.1,29232.4,6980.6
KN0508,Muntsira,Bichi,Kano,46180.4,46869.3,9479.5,50774.5,9209.4
KN3207,Saji,Rano,Kano,16719.9,16714.4,3415.9,26699.9,3380.8
KN1504,Fankurun,Garun Malam,Kano,15741.8,14920.4,2282.9,13274.9,2372.0
KN1502,Dakasoye,Garun Malam,Kano,19162.5,16046.4,3031.6,27027.9,3547.7
KN2005,Godiya,Kabo,Kano,47368.8,46035.7,8783.5,46908.5,8894.9
KN1902,Getso,Gwarzo,Kano,30712.6,32994.3,6884.2,46452.1,6319.3
KN1008,Tattarawa,Dawakin Tofa,Kano,18709.2,24619.2,5005.1,27999.9,3748.5
KN3205,Rurum Sabon Gari,Rano,Kano,38930.9,28891.7,5939.3,33494.8,7912.5
KN2207,Turawa,Karaye,Kano,26631.5,25677.7,5275.0,30628.8,5404.7
KN0414,Wak,Bebeji,Kano,24138.7,19384.8,3079.1,22995.1,3798.8
KN1510,Yada Kwari,Garun Malam,Kano,12066.5,12544.3,1996.7,20938.9,1881.4
KN3203,Madachi,Rano,Kano,28843.2,28293.9,5800.8,33994.4,5863.5
KN0504,Fagolo,Bichi,Kano,27430.0,30361.8,6185.4,25473.2,5512.4
KN4410,Wudil,Wudil,Kano,24423.3,15754.6,2895.3,56339.7,4412.3
KN2803,Galinja,Madobi,Kano,7180.3,6156.4,1272.0,7743.7,1463.7
KN1306,Tarauni,Gabasawa,Kano,16021.8,15964.0,3243.4,17603.3,3212.0
KN0802,Dambatta East,Dambatta,Kano,39600.2,42696.4,8514.4,92488.0,7796.2
KN4304,Gogel,Warawa,Kano,2563.0,3599.2,682.5,9584.5,480.7
KN0402,Baguda,Bebeji,Kano,13547.0,17292.6,2824.5,15268.9,2221.8
KN2209,Yammedi,Karaye,Kano,11923.8,21985.3,4507.9,20632.8,2412.6
KN0901,Dabar Kwari,Dawakin Kudu,Kano,42253.2,33440.5,6722.9,38739.8,8426.5
KN3201,Dawaki,Rano,Kano,19390.1,26708.3,5524.0,25530.4,3959.9
KN0806,Gwanda,Dambatta,Kano,23773.8,26810.0,5368.5,31002.8,4690.1
KN2512,Unguwar Rimi,Kumbotso,Kano,38625.0,36165.4,6868.2,39566.6,7207.4
